text,labels
kumpulan twit luar yg mempertanyakan berita kluivert jadi pelatih timnas,neutral
empat dari banyak patah hati sebagai fans timnas indonesia setidaknya selama tahun terakhir cederanya boaz solossa vs hongkong jelang piala asia salah satu what if terbesar timnas indonesia juga pas final piala tiger kalah tiga gol tanpa balas di,negative
menurut timnas amin pilpres harus diulang tapi mas gibran nggak boleh ikutan terserah pak prabowo mau cawapresnya siapa asal bukan mas gibran meanwhile kalau menurut ganjarmahfud pilpres harus diulang tanpa keikutsertaan prabowogibran jadi duel aja aniesmuhaimin vs,negative
jujur gua terharu banget sama solidaritas indonesia amp malaysia di fifae world cup ini mulai dari momen peluang perancis yang kena tiang indonesia yang bikin malaysia lolos sampe timnas malaysia yang udah juara duluan ngasih dukungan buat indonesia dari area penonton,positive
seandainya aja dari dulu pemain diaspora terbaik memilih membela timnas indonesia mungkin kita udah langganan tampil di piala dunia berikut beberapa pesepak bola eropa yang punya garis keturunan indonesia giovanni van bronckhorst,positive
la bukannya ini bare minimum ya emang tugasnya lagian pelatih striker sm tim dokter itu kan jg buat pemain timnas bukan buat sty pilihannya sty juga bagus kita jadi tau masalah ginian,negative
tanggapan exco pssi arya sinulingga soal target pssi untuk timnas indonesia gimana komentarnya jebreeeteam,neutral
sebenarnya capek sih tiap pertandingan timnas yang gak menang nyalahin wasit tapi ini beneran sekesel itu woyy dikasih waktu tambahan menit malah nyetak gol di menit ke mau nyingkirin indonesia gak gitu amat caranya woyyyy,negative
timnas amin temukan juta dpt bermasalah ada pemilih berusia di atas tahun,neutral
melihat ada approach berbeda bukan tidak mungkin ada sedikit perubahan komposisi yang dipanggil ke timnas jika kalian bisa memberikan saran ke coaching staff tunjuk satu nama yang layak dioptimalkan untuk r qwc pada maret dan juni ini,positive
mengharapkan jiwa kepemimpinan dari seorang yang pernah punya kasus dugaan pemerkosaan kelalaian yang menyebabkan korban meninggal amp judi logika yang sungguh syap grak dari moga pilihan kalian tepat lagian kenapa ngurus timnas pake konsep abangabangan,negative
sampai sekarang masih gak percaya bahwa coach sty pernah bicara di podcast close the door alasan beliau memilih timnas indonesia dibandingkan tawaran menggiurkan dari klub liga korsel atau liga china sty berujar bahwa setiap individu harus punya citacita amp masa,positive
secuplik argumen ttg timnas dan ekosistem sepakbola sbg modal politik dan modal sosial,neutral
,positive
patrick kluivert is the new head coach of the indonesia senior mens football team for more details ‣ pssi,neutral
langsung saja kluivertout,neutral
arya sinulingga bilang pssi gak pernah telat bayar gaji pemain segini aja standart sepak bola nasional itu sih bukan prestasi itu namanya kewajiban blok,negative
hoax terbesar pssi,negative
resmi pssi berhentikan shin taeyong,neutral
hubner ternyata ngedit caption postingannya ttg coach shin bagian disappointed nya dihapus dia juga yg post di exc story kalo dia gatau kenapa pelatih harus diganti tibatiba skrg captionnya diubah entahlah mungkin ada yg mengingatkan,negative
milih pelatih karena cvnya jelas milih pelatih karena mau diinterview di hari natal ganti ketum kirain udah mendingan ternyata masih sama tololnya pssi goblok,negative
wkwkwkwkwkw tolol adding the indonesian corporate shit values into decision making cuma karena mau datang di hari penting abaikan semua hal jadi dinilai serius goblok dikira karyawan biyuemen kali yang disuruh lembur manut aje tolol kalian tolol semua,negative
pada berhenti deh nonton timnas pssi tuh isinya bandit semua jangan malah dikasih makan,negative
kalian menghujat et dan pssi dalam hati gue emang netizens lebih hebat dari et lah ente ngatain mourinho pelatih medioker ngelatih klub bola profesional aja belum pernah pelatih eropa lainnya juga sering ente katain jadi boleh ngatain gak kita nih kuch,negative
so suspicious kalo pemaen yg bikin postingan aja disuruh hapusedit postingannya ya berarti masalah sty bukan di locker room tapi emang dengan jajaran pssi yang pengen sty cabut aff cuman dijadiin momentum dan alasan yang dibuatbuat untuk pecat sty,negative
keputusan besar dari erick thohir dan pssi untuk berpisah dengan sty di balik semua itu pasti ada pertimbangan matang berdasarkan dinamika internal dan bukan semata hasil di lapangan hanya waktu yang akan menjawab apakah keputusan pssi tepat atau menjadi sebuah blunder,negative
kaget denger keputusan pssi tapi bukan berarti bakal berhenti dukung tim nasional indonesia siapapun pelatih berikutnya semoga bisa membawa timnas kita ke level yang lebih tinggi thank you for everything shin taeyong,positive
dipecat pssi sty join psht,negative
rizky ridho beliau bukan sekedar pelatih tapi juga mentor orang tua teman dan panutan ia mendorong saya melampaui batas menanamkan kedisplinan membangun mental kuat dan membantu saya tumbuh menjadi seperti sekarang pssi ngga akan liat coach shin taeyong dari,positive
breaking ultras garuda indonesia kirim surat terbuka ke ketum pssi erick thohir mengenai pemecatan shin taeyong ugi berharap pssi memberikan jawaban dan tanggapan secara cepat dan berkomunikasi aktif sebelum tanggal januari semangat menyuarakan aspirasi,neutral
kalian menghujat et dan pssi dalam hati gue emang netizen lebih hebat dari et lah dia ngatain ancelotti sama mourinho miskin taktik yang jelasjelas udah ngelatih klubklub top eropa bertahuntahun dan menangin berbagai trofi ini kalau gue nanya pake logika dia emangnya,negative
ya udah lah dukung aja dulu si patrick ini semoga kita salah soal penilaian negatif terhadap dia tapi soal pssi lu tetep goblok dan kita gak salah,negative
,positive
tidak ada lagi proses sekarang tuntutannya adalah prestasi timnas indonesia sesudah kita menikmati proses bersama shin taeyong prestasi atau erick thohir out dan bubarkan pssi kluivertout erickthohirout,negative
dia telah membawa indonesia hingga ke tahap ini dan begini kalian memperlakukannya kerja bagus pssi kalian akan menyesali keputusan kalian shin jaewon putra coach shin taeyong,positive
bung binder pelatih baru tersebut siapapun itu tidak bisa lagi memakai alasan percaya proses maaf gabisa lagi karena ini adalah tim yang sebetulnya sudah terbentuk jadi nanti yang saya harapkan adanya prestasi untuk pssi selamat menanggung beban,positive
pssi isinya mafia semua timnas di latih sama tukang judi presiden pelanggar ham berat wapres nepobaby ngelanggar pasal uu pemerintah asalasalan polisi pantek hukum makin ngaco what a country,negative
erick thohir dan pssi mau membayar jutaan towel sekaligus tidak akan bisa menandingi besarnya dukungan mereka untuk shin taeyong ericktohirout,neutral
bung binder sekarang sudah tidak bisa lagi dipake percaya proses sorry ngga bisa pake alasan lagi ini tim sudah dibentuk pemain pemain berkualitas pelatih yg sekarang masuk harus memberikan prestasi masuk ke piala dunia pssi siap siap yaa beban dikalian,negative
anak shin taeyong komen di instagram timnas banyak yang mau aku katakan tentang bagaimana pssi memperlakukan ayahku selama tahun tapi aku akan tetap diam waduhhh kalau dibongkar selesai tuh pssi,negative
bisa ngasih ucapan selamat datang tapi mana ucapan terimakasih buat pelatih yg uda lu pecat pdhl uda berjasa bgt buat timnas indo so disrespectful,positive
aku sudah mulai curigat,negative
𝗛𝗼𝗿𝗺𝗮𝘁 𝘂𝗻𝘁𝘂𝗸 𝗜𝗻𝗱𝗼𝗻𝗲𝘀𝗶𝗮 fifaworldcup asianqualifiers 夢への勇気を samuraiblue jfa daihyo サッカー日本代表,neutral
pelatih timnas indonesia shin taeyong yang baru saja diputus kontrak oleh pssi ternyata juga gemar kulineran berikut ini beberapa momen keseruan shin taeyong saat menikmati kuliner kesukaannya,positive
pssi nih prnya kureng bgt ya banyak isu yg mereka gapernah lurusin dgn official statement gapernah belajar dari kasus sebelumnya kasus welber sama mees kayaknya belum cukup bikin mereka sadar kalo official statement mereka itu penting,negative
udah polisi kontol pemerintah kontol sekarang pssi ikutan kontol,negative
knetz ke pssi,neutral
komentar salah satu exco pssi terhadap coach sty di instagram komentarnya wahai netijen yang budiman,neutral
draf next jika menang lawan ostrali tuh kan bukan faktor pelatih timnas bisa menang tapi berkat ketum pssi dengan pemain naturalisasinya gimana sepakbola kita keren tidak jika kalah lawan terbukti warisan sistem sty gagal total tapi asa itu masih ada,positive
lihat di ig semua warga indo berterimakasih dan memuji sepertinya ini hanya keserakahan pssi jadi dari pada berbenturan mengejek dan berkelahi dengan fans indonesia lebih baik fokus pada federasi dan mengkritik mereka jangan ngajak musuhan dan asal asalan membaca suasana,negative
bung arya sekadar mengingatkan pernah pada pssi ngancem akun medsos alhasil malah banyak hal terkuak semoga demi kebaikan semua sehat selalu sepak bola indonesia,negative
resmi patrick kluivert akan menjadi pelatih kepala timnas indonesia dengan durasi kontrak tahun dengan opsi perpanjangan kontrak pssi juga telah mengumumkan alex pastoor amp denny landzaat sebagai asisten pelatih,neutral
selamat datang coach ‣ pssi,neutral
i just think its funny how pemain kita aja bilang lets trust the process tapi erick thohir and whole pssi ga percaya yang namanya proses kelewat sombong minta ampun ini federasi,negative
sampai kapan pun masih relate aja ini tweet untuk pssi,negative
thank you coach for all the memories we ve shared in such a short time wishing you the very best for the future i believe pssi has made its decision with the best intentions for the future of indonesian football let s keep chasing our main goal world cup all,neutral
sty to pssi,neutral
hal begini harusnya juga mendapatkan perhatian serius dari karena tiap musim terjadi berulang dan berulang di semua level kompetisi,neutral
paham dong masa ga paham di pssi yang beneran kerja cuma ratu tisha yang lain mafia,negative
pemain timnas banyak dari belanda sekarang juga pelatihnya mau dari belanda gak mau sekalian ketua pssi dan jajaran exco dari belanda juga apa nih,negative
ini justru ngejawab kenapa sty diganti sisi pssi ngerasa udah effort buat naturalisasi banyak pemain eropa tapi dirasa belum bisa dimaksimalkan slek sama elkan baggott jadi fakta tambahan bukan benar salah tapi cara ngebaca arah organisasi,negative
didegragdasikan dikeluarkan dikloning tapi oleh bonek tidak ditinggalkan kemudian setelah sekian lama diperjuangkan diakui kembali oleh pssi januari perjuangan bonek berbuah hasil panjang umur perjuangan doa terbaik untuk mereka yang telah pergi,positive
breaking exco pssi arya sinulingga akan melaporkan akun yg menyebarkan hoax fitnah ujaran kebencian dan penyebaran doxing akan dijadikan sebagai bukti pelaporan ke pihak polisi,neutral
di sini ada tragedi kanjuruhan menpora kapolri kapolda kapolres dan ketum pssi saat itu boroboro mundur belum lgi banyak kasus lainnya hadeeeeeh,negative
rusak kalian rusak semua,negative
komentar mantan ketua umum pssi mochamad iriawan tentang dipecatnya coach shin taeyong alhamdulillah dulu pilihan kami menunjuk sty sebagai pelatih kepala mendatangkan perbaikan terhadap persepakbolaan kita dari ranking fifa meningkat ke posisi kemudian saat ini,neutral
pssi pelatih baru akan diumumkan pada januari sty,neutral
resmi pssi menunjuk patrick kluivert sebagai pelatih baru timnas indonesia selama dua tahun selamat datang patrick,neutral
komentar exco pssi ketika ditanya tentang sty setelah gagal di aff cup pssi gagal kelola sepakbola out juga dong,negative
ternyata yang merusak sepakbola kita bukan tetapi orangorang pssi dan internalnya,negative
tanggapan exco pssi arya sinulingga soal target pssi untuk timnas indonesia gimana komentarnya jebreeeteam,neutral
mengharapkan jiwa kepemimpinan dari seorang yang pernah punya kasus dugaan pemerkosaan kelalaian yang menyebabkan korban meninggal amp judi logika yang sungguh syap grak dari moga pilihan kalian tepat lagian kenapa ngurus timnas pake konsep abangabangan,negative
media korea ditunggu undangan podcastnya buat bongkar aib pssi,neutral
bukti ketololan exco pssi tidak kuat mendengar kritik keras akhirnya bertindak represif sepakbola indonesia bukannya lebih sehat malah penyakitan gara hamanya terlalu banyak didalam sepertinya pssi emang perlu diberesin udah sakit ini organisasi apalagi arya sinulingga ini,negative
papa jadi sedih seindonesia juga sedih pak muhhhh kecuali orang dalem pssi,negative
bisa bisanya pssi dan eric shame on you,neutral
innalillahi timnas indonesia innalillahi piala dunia pssi liat nanti,neutral
kin malu emg pssi,negative
bisa bahasa belanda mendidik disiplin dan sangat tegas mengantarkan x juara dunia mending ini ga sih,positive
kalau pengurus pssi perilakunya masih kek gini rasanya sepak bola indonesia susah untuk bangkit orang² pssi yang bikin karut marut harusnya di buang kelaut buat umpan ikan yang anti kritik turun aja,negative
butuh nyali bersihkan dari tangantangan kotor insyaallah sepak bola indonesia bersih dan berprestasi,positive
kita apresiasi pemain pelatih pssi amp timnas garuda meski belum juara aff semangat juang amp kerja keras mereka membuat kita bangga jkw,positive
kalau sty sampai dipecat gue akan inget nama orang di pssi dan jika mereka di pemerintahan gak akan pernah gue pilih,negative
untuk segala silang sengkarut sepak bola indonesia di masa lalu kini atau masa depan kita memang layak menyalahkan pssi lebih dulu dan dengan keberanian betapa instannya mereka mengambil keputusan sungguh kita berada di posisi lebih mudah untuk menunjuk hidung federasi,negative
pssi kalo pecat shin taeyong beneran bodoh bgt sih if your gonna replace him atleast do it after world cup qualifiers shin has completely rebuilt this team and for the first time in like years indonesia is actually fun to watch,negative
pssi goblok towel asuuu,negative
pelatih asal belanda yg dimaksud pssi,neutral
deretan pernyataan yang sangat bola dari para exco pssi yang terhormat,neutral
kadang cukup itu lebih dari cukup tapi akan jadi nggak cukup kalau nggak sejalan seperti shin tae yong cukup berprestasi ngga cukup di mata pssi,negative
segoblokgobloknya kita masih goblokan pssi,negative
ada beberapa kali lihat komen netizen thomas doll sepertinya cocok jadi opsi gantikan shin taeyong ngga tepat bukan karena kualitasnya tapi karena td ini pelatih yang susah diatur kalo a dia bilang a kalo b dia bilang b pssi mana mau punya pelatih model td begini,negative
pssi terangterangan meremehkan sty,negative
,positive
share loc hitamkan pssi,negative
it was years ago and still relevant,neutral
tagar kluivertout dan meme penolakan sebagian warganet bertebaran usai pssi mengumumkan keputusan resmi bahwa patrick kluivert menjadi pelatih timnas indonesia rekam jejak kluivert yang disebut pernah terseret kasus judi menjadi alasan utama penolakan warganet terhadap,neutral
kawalgamma kanjuruhan lebih harus digaung²kan drpd pssi bola memang hajat hdup org banyak tapi keadilan kenyamanan hidup adanya sandaran hukum yg pasti ketenangan mncari makan adl hajat hidup semua orang jadi pulisi ki cenasu,positive
pssi yang pecat gue yang ngerasa ga enak hati ama sty,negative
ketum pssi erick thohir apa pemilu ngga dipikirin saya ngga cari popularitas kalau cari popularitas dukung aja yang sekarang shin taeyong ytliputan,negative
resmi pssi berhentikan shin taeyong dari jabatannya sebagai pelatih timnas indonesia gamsahamnida coach shin,neutral
persatuan shibal sekiya indonesia pssi,neutral
satu jam setelah pssi resmi pecat shin taeyong,neutral
kemarin la nyalla bilang ingin menghancurkan mafia bola terutama di lingkaran internal pssi hari ini erick thohir bilang butuh nyali bersihkan pssi dari tangan kotor tubuh pssi ini isinya apa sih sebenarnya,negative
menurut arya sinulingga kemenangan bersejarah timnas indonesia dari arab saudi akibat ancaman mundur erick thohir sbg ketum pssi keren ngancam aja terus pak et lebih keras gpp yg penting timnas bisa menang lawan australia bahrain china jepang dan lolos ke piala dunia,positive
polisi sama pssi adalah dua kata yang berawalan huru p dan huruf i diakhirnya terus apa yg sama lagi,negative
noo ahjussi your legacy will remain forever gobloookkk,negative
percaya aja sama et dan exco pssi setelah semua dagelan ini kenapa harus percaya,negative
kita kemarin kecolongan kasus afif maulana yg dihentikan pulisi kamu bahkan sudah lupa sekarang jangan sampai lupa sama gamma dan kasus pulisi lainnya abaikan dulu pssi dan pelatihnya fokus jangan terkecoh eling lan waspada sama media,negative
mulai bermunculan gimmick karangan bunga dikirim ke kantor pssi dengan tulisan pesan miripmirip dan yang nampang amp didukung kok malah ketum pssi nya pake mengatasnamakan fans bola dan pedagang sekitar stadion pula hadehh,negative
,positive
,positive
breaking pssi kini membuka pendaftaran november bagi yang berminat menjadi volunteer untuk laga kualifikasi piala dunia ronde ketiga november vs jepang november vs arab saudi pendaftar yang terpilih akan dihubungi pssi tidak ada akomodasi bagi pendaftar,neutral
selain menjadi salah satu klub cikal bakalnya pssi di indonesia ppsm magelang pun pernah dibela oleh beberapa pemain top nasional berikut daftar pemain top yang pernah berseragam laskar macan tidar jangan lupa untuk cek slide terakhir untuk informasi menarik lainnya,positive
memang target resmi pssi apa sih lolos piala dunia lolos piala asia juara piala aff juara olimpiade banyak yang ribut bicara soal target padahal itu hanya mirroring harapan dan kecurigaan masing masing karena sejatinya kita gak pernah liat dokumen resmi soal target pssi,negative
kalau sty memang beneran dipecat dan pengganti pilihan pssi ternyata gagal membawa indonesia ke piala dunia maka apa yang akan lo lakukan,negative
pbsi pssi federasi olahraga indonesia emang gak ada yg bener,negative
breaking pertemuan dengan patrick kluivert ternyata sudah dimulai sejak piala asia qatar kluivert ditemani manajernya soufian asafiati berkesempatan berbicara dengan erick thohir ketua pssi setelah menyaksikan pertandingan indonesia sejak saat itu keduanya terus,neutral
saat pssi menunjuk luis milla saya optimis saat pssi menunjuk shin taeyong saya optimis tapi saat pssi menunjuk patrick kluivert kok saya masih belum optimis ya,negative
cuma mau ngasih tau buat pssi erick thohir dan seluruh kaum kardus mie instan sir alex ferguson butuh tahun baru bisa meraih trofi pertamanya di manchester united lalu elo berharap shin taeyong membawa tim peringkat fifa juara piala dunia tolol,neutral
bisa naturalisasi ketum pssi sampai ke exco ga ya biar semuanya full belanda gitu terbukti kualitasnya kan juara piala dunia lima kali juara euro tujuh kali ajax sempat merajai eropa juga kan pasti dari atas sampai bawah bagus banget ini kalau naturalisasi pssi,positive
bek persis solo abduh lestaluhu mengutuk keras serangan yang dialami klubnya menurutnya kejadian tersebut membuktikan kondisi sepakbola tanah air yang buruk persis liga pssi,negative
lamalama gue buatin thread pemain yang udah post sty biar pssi tau kalo sty tuh seberharga itu buat mereka,neutral
gen ask cara pssi tau pemain luar ada darah indonya gmn ya tb kepikiran gt apa si pemainnya yg mengajukan diri atau pssi yg nyari,negative
apapun keputusannya mau tidak mau kita harus dukung apa yang telah diputuskan oleh pssi kalo memang pengganti sty punya dampak positif kita harus apresiasi keputusan mereka tapi kalo keputusan aneh ini malah memperburuk keadaan gw hina seumur hidup sih kalian,negative
dari pssi kita belajar kalo pssi tidak pernah belajar,negative
sederhana tapi pssi nggak pernah mau,negative
the end of era pbsi pssi,neutral
,positive
jangankan pssi afc bakal dikelupas sampe dagingnya sama dia program naturalisasi kemungkinan berhenti kalo dia jadi dia hoby beri menit bermain pemain muda bukan cuma atau menit tapi lebih,negative
real testimoni here bro what are you cooking actually,neutral
pengurus pssi silih berganti kelakuannya tetap abadi,positive
ketua umum pssi hari ini berkunjung ke rumah salah satu wasit liga yang karena tidak ada pertandingan juga berjuang berjualan kembang tahu di daerah jaksel,neutral
tidur nyenyak garuda nusantara kitagaruda,neutral
pssi goblok mending jaewon ngisi podcast ungkap aja tu semua bobroknya federasi goblok itu,negative
dear belajar dari kasus julian nagelsmann yang dipecat cuma karena alasan treble terancam pada akhirnya yang salah langkah dan dipecat adalah kahn dan brazzo siapsiap aja,negative
pssi mau konpers ngapain memang penting kepengurusan organisasi yg terbentuk dari kongres yg problematik jg melahirkan kepengurusan yg problematik,negative
yang setuju pssi bubar boleh retweet,neutral
muncul gerak buzzer untuk menggiring opini buruk terhadap sty nama pelakunya di sebar volt anonymous yaitu m chandra p tidak ada terkaitan dengan bung towel ada kemungkinan serangan buzzer ini dari orang dalam pssi bandar judi atau dari anggota dpr yang tidak suka dengan sty,negative
jika indonesia tidak masuk piala dunia rotasi semua yg ada di pssi,neutral
katamya selain tukang judol juga kena kasus pemerkosaan yah wkwkwkwk pssi tolol gapernah gue se mual ini anjir najis,negative
menyala pssi,neutral
dear pssi,neutral
ga bisa lupa kanjuruhan,positive
serlok gua ancurin ni,negative
kalau pengganti sty ga bisa main lebih baik dari ini langsung out aja deal ya,neutral
kalo sampe sty pindah ke team malaysia bakalan keluar jokes janganlah merajoook dik indonesia nggak pemerintah nggak pssi semuanya goblooook,negative
pengamat luar negeri aja sampe pada kaget lho ini kompak kasih respon negatif berarti emang jelek bgt ini pilihan pssi yuk masih ada waktu berubah pikiran yuk,negative
pas kanjuruhan sty ngancam out buat bela ketum pssi dan polisi tentu saja issue kepecah sekarang lagi ribut banyak kasus polisi sty jadi pemecah isu lagi biar energi supporter belok gitu kah polanya beri keadilan buat korban kanjuruhan woy pssi,negative
pssi downfall fucking seated,negative
pssi persatuan supra seluruh indonesia,neutral
terima kasih banyak atas sambutan hangatnya sobat garuda semoga momen ini menjadi penyemangat untuk penggawa garuda berjuang di kejuaraan berikutnya mari bersama kawal garuda terbang lebih tinggi kitagaruda welcominggaruda,positive
pak sumardji coach shin taeyong terima keputusan pssi dan ucapkan terima kasih atas kebersamaan selama tahun sty juga doakan indonesia lolos ke piala dunia,neutral
minimal punya malu,negative
kalo ga sesuai target pssi nya bubar,negative
resmi sudah masa bakti sty bersama timnas indonesia pssi resmi menyudahi kerjasama dengan sty untuk menangani tim nasional pahit getir gembira sedih pernah dilewati sty bersama timnas pujian penghargaan dan harapan pernah diberikan kepadanya dari pemerintah,positive
ive always wanted to go to switzerland to see what the army does with those wee red knives billy connolly senin siang pssi,neutral
,positive
pssi persatuan shibal sekiya indonesia,neutral
tidak ada pelatih timnas indonesia seperti shin taeyong sebelumnya dimana teknik dasar bermain sepakbola control dan passing kembali diajarkan oleh shin tae yong padahal itu menjadi tugas dari pssi untuk menciptakan pemain timnas bahkan luis milla tidak pernah melakukan itu,negative
tau aja kalo ada loker di pssi nih sih ten hag,neutral
ketum pssi erick thohir menilai pergantian pelatih merupakan hal yang biasa meski indonesia masih berjuang di kualifikasi piala dunia,neutral
sure pssi already made this decision and they must take full responsibility for it if the new head coach fails everyone will point fingers at this decision calling it a mistake but if it turns out to be a success no one will even remember it,neutral
anjir memang pssi ini pelatih model patrick kluivert yang punya atitude gambler malah dipilih gantiin shin taeyong asuuuuuu,negative
waduhhh komentar anak sty,negative
perihal kebenaran berita sty out banyak sumber yang berasal dr luar pssi akhirnya tanya si grok,neutral
gw ga mau pecaraya proses lagi ajg pokoknya indo harus lolos piala dunia klu ga lolos langsung gw langsung hujat lu pssi,negative
yang setuju pssi bubar like,negative
kalo dalam pemerintahan biasa disebut program quick wins saking lamanya amburadul masyarakat perlu merasakan instant impact untuk pembuktian kerja organisasi hopefully program jangka panjangnya juga bisa dilaksanakan makanya dokumen resmi pssi jadi penting,positive
diatas messi masih ada pssi,neutral
yang pro sty out itu antara buzzer pssi atau memang orang yang gak percaya sama yg namanya proses taunya hasil instant mendadak indonésia jadi juara dunia akherat,negative
gaji gak pernah terlambat itu bare minimum dan kewajiban kalian pssi kok dibanggain,negative
yg menarik utk diperhatikan saat pssi mengumumkan pemberhentian coach shin taeyong tadi adalah kembali munculnya wakil ketua umum pssi zainudin amali kok wakil ketua umum nya gak diajak sekalian maju ke depan ya,negative
𝐁𝐑𝐄𝐀𝐊𝐈𝐍𝐆 𝐍𝐄𝐖𝐒 pssi resmi memutus kerjasama dengan pelatih shin taeyong sebagai pelatih timnas indonesia,neutral
gimana sepakbola kita keren tidak ini berkat jasa ketua umum pssi pak erick thohir dalam membenahi sepakbola di indonesia kluivertout,positive
shintaeyong styout timnasindonesia pssi,neutral
komunitas pendukung timnas ultras garuda membuat surat terbuka kepada ketua umum pssi terkait pemberhentian sty sebagai pelatih timnas dalam surat tersebut mereka menyampaikan sejumlah aspirasi dan kritik atas keputusan tersebut komentar kalian lob bolalobfootball,neutral
pssi pssi wkwkwkwkwkw,negative
ga ngerti lagi ama konsep pssi untuk timnas indonesia ini piala aff untuk senior manggil pemain junior minim jam terbang giliran untuk timnas u malah manggil pemain yang udah berstatus senior karena dah masuk skuad piala aff,negative
semoga internal pssi baik saja ya bukan karna tekanan dari dalam sehingga sty diputus kontraknya penasaran sama pengakuan anak sty ini semoga dia baik saja dan ga dibungkam oleh orang jahat yg mau membela kejelekan pssi,positive
kelar tuh pssi good luck aja deh,positive
pssi mau meniru mu peatih masih proses membenahi tim menciptakan budaya tim membentuk karakter pemain dan membangun bonding dengan pemain malah dipecat ganti pelatih baru ganti pelatih bangun tim dari awal lagi karena tiap pelatih punya karakter masingmasing nanti,positive
hari patah hati nasional buat seluruh fans timnas indonesia,neutral
setelah pssi ganti ketum berkalikali akhirnya ada yang jenguk meiga telat tahun tp gapapa,neutral
bang tunggu pssi bang,neutral
kita butuh ancaman ancaman berikutnya dari ketum pssi di sisa laga kualifikasi piala dunia pssimaju erickthohir,neutral
erick thohir dan pssi mau membayar jutaan towel sekaligus tidak akan bisa menandingi besarnya dukungan mereka untuk shin taeyong ericktohirout,neutral
,positive
pssi isinya mafia semua timnas di latih sama tukang judi presiden pelanggar ham berat wapres nepobaby ngelanggar pasal uu pemerintah asalasalan polisi pantek hukum makin ngaco what a country,negative
langsung saja kluivertout,neutral
bung binder pelatih baru tersebut siapapun itu tidak bisa lagi memakai alasan percaya proses maaf gabisa lagi karena ini adalah tim yang sebetulnya sudah terbentuk jadi nanti yang saya harapkan adanya prestasi untuk pssi selamat menanggung beban,positive
papa jadi sedih seindonesia juga sedih pak muhhhh kecuali orang dalem pssi,negative
bung binder sekarang sudah tidak bisa lagi dipake percaya proses sorry ngga bisa pake alasan lagi ini tim sudah dibentuk pemain pemain berkualitas pelatih yg sekarang masuk harus memberikan prestasi masuk ke piala dunia pssi siap siap yaa beban dikalian,negative
arya sinulingga bilang pssi gak pernah telat bayar gaji pemain segini aja standart sepak bola nasional itu sih bukan prestasi itu namanya kewajiban blok,negative
tidak ada lagi proses sekarang tuntutannya adalah prestasi timnas indonesia sesudah kita menikmati proses bersama shin taeyong prestasi atau erick thohir out dan bubarkan pssi kluivertout erickthohirout,negative
patrick kluivert is the new head coach of the indonesia senior mens football team for more details ‣ pssi,neutral
hoax terbesar pssi,negative
pbsi pssi federasi olahraga indonesia emang gak ada yg bener,negative
milih pelatih karena cvnya jelas milih pelatih karena mau diinterview di hari natal ganti ketum kirain udah mendingan ternyata masih sama tololnya pssi goblok,negative
ya udah lah dukung aja dulu si patrick ini semoga kita salah soal penilaian negatif terhadap dia tapi soal pssi lu tetep goblok dan kita gak salah,negative
dipecat pssi sty join psht,negative
kalau pengganti sty ga bisa main lebih baik dari ini langsung out aja deal ya,neutral
kalian menghujat et dan pssi dalam hati gue emang netizens lebih hebat dari et lah ente ngatain mourinho pelatih medioker ngelatih klub bola profesional aja belum pernah pelatih eropa lainnya juga sering ente katain jadi boleh ngatain gak kita nih kuch,negative
kalian menghujat et dan pssi dalam hati gue emang netizen lebih hebat dari et lah dia ngatain ancelotti sama mourinho miskin taktik yang jelasjelas udah ngelatih klubklub top eropa bertahuntahun dan menangin berbagai trofi ini kalau gue nanya pake logika dia emangnya,negative
knetz ke pssi,neutral
bisa ngasih ucapan selamat datang tapi mana ucapan terimakasih buat pelatih yg uda lu pecat pdhl uda berjasa bgt buat timnas indo so disrespectful,positive
pada berhenti deh nonton timnas pssi tuh isinya bandit semua jangan malah dikasih makan,negative
pemain timnas banyak dari belanda sekarang juga pelatihnya mau dari belanda gak mau sekalian ketua pssi dan jajaran exco dari belanda juga apa nih,negative
ketum pssi erick thohir apa pemilu ngga dipikirin saya ngga cari popularitas kalau cari popularitas dukung aja yang sekarang shin taeyong ytliputan,negative
so suspicious kalo pemaen yg bikin postingan aja disuruh hapusedit postingannya ya berarti masalah sty bukan di locker room tapi emang dengan jajaran pssi yang pengen sty cabut aff cuman dijadiin momentum dan alasan yang dibuatbuat untuk pecat sty,negative
cerita bahagia sedih dan tawa kini telah usai perpisahan yang begitu menyakitkan terimakasih coach shin taeyong pssi tega banget sedih banget mana momen dan lagunya pas,negative
keputusan besar dari erick thohir dan pssi untuk berpisah dengan sty di balik semua itu pasti ada pertimbangan matang berdasarkan dinamika internal dan bukan semata hasil di lapangan hanya waktu yang akan menjawab apakah keputusan pssi tepat atau menjadi sebuah blunder,negative
dia telah membawa indonesia hingga ke tahap ini dan begini kalian memperlakukannya kerja bagus pssi kalian akan menyesali keputusan kalian shin jaewon putra coach shin taeyong,positive
resmi pssi berhentikan shin taeyong dari jabatannya sebagai pelatih timnas indonesia gamsahamnida coach shin,neutral
rizky ridho beliau bukan sekedar pelatih tapi juga mentor orang tua teman dan panutan ia mendorong saya melampaui batas menanamkan kedisplinan membangun mental kuat dan membantu saya tumbuh menjadi seperti sekarang pssi ngga akan liat coach shin taeyong dari,positive
komentar salah satu exco pssi terhadap coach sty di instagram komentarnya wahai netijen yang budiman,neutral
